text,label
 Following DeepSeek-R1 Guo et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a] and the shift toward long-form reasoning, recent work begins to bring RLVR-style or reasoning-focused pipelines to multimodal models",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In images, Vision-R1/VisualRFT Huang et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Liu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] and DeepEyes Zheng et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] improve visual reasoning with verifiable rewards or interleaved multimodal traces,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In videos, Video-R1 Feng et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] and VideoChat-R1 Li et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] elicit longer reasoning traces for multi-step temporal inference,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Our benchmark complements these efforts by providing a perception-centric, long-horizon testbed that stresses repeated evidence gathering, where difficulty is dominated by perception rather than purely logical structure",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" 3 PerceptionComp We design PerceptionComp to evaluate video thinking by enforcing long-horizon, perception-centric reasoning",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" We do so in two ways: (i) selecting structurally complex videos, and (ii) composing questions from multiple subconditions that probe different perceptual skills, thereby increasing compositional complexity",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Fig,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" 2(a) summarizes our end-to-end manual annotation pipeline, and Fig",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 3 provides representative question examples across difficulty levels and composition types,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Below, we describe our video selection process, the question–answer format, the annotation pipeline, and our difficulty annotation",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 4,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
(b) Benchmark Statistics Distribution(a) Data Annotation Pipeline Real-worldcomplex videos 2~10min x100(i) Video selection Correspond,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Semantic Spatial Temporal Visual World(ii) Subcon,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
design (iii) Composition question assembly Find pedestrian in frame who meets all criteria:①Is male ②Is wearing a short-sleeved shirt with two colors③Is wearing white shorts,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"At the momenthe is closest to the nearest lamppost, which store is he closest to? ①As the camera walks past the HUBLOT ②A woman in a black dress walking on the street③Tothe woman's left, there is person A in white shorts walking in the opposite direction④PersonA has passed a person standing still",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
What was this stationary person doing when person A passed them? ConjunctiveSequential Perception-Comp MCQ Annotator Judge (iv) Annotation & human check Figure 2:Data construction and statistics of PerceptionComp,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"(a) Annotation pipeline, which integrates diverse subconditions and supports two types of compositional questions",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" (b) Benchmark statistics: higher difficulty levels contain more subconditions, increasing the demand for perception-centric reasoning",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 3,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
1 Video Selection Many existing video benchmarks use clips that are visually simple: they often depict a single event or activity and contain only a small number of humans or objects,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" As a result, many videos can be approximately replaced by a short textual caption without substantially affecting downstream performance, limiting their ability to diagnose perceptual competence",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" To better probe perception-related abilities, we deliberately select videos with high scene and object complexity",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Our videos span seven categories: city-walk tours (outdoor), shopping in malls, sports competitions, indoor home/villa tours, variety shows, movie clips, and game livestreams",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" These videos typically contain many objects, frequent scene transitions, and substantial camera motion, making them difficult to summarize with a single caption",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 The selected clips range from 2 to 10 minutes in length,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Unlike benchmarks that increase difficulty primarily by extending duration, we also increase difficulty along an orthogonal axis: dynamic scene complexity",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We quantify complexity using automatic signals: we use the number of instances detected by SAM2 Ravi et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024] and optical-flow magnitude Teed and Deng [2020] as proxies for object density, motion intensity, and scene-change dynamics, and prioritize clips with many objects, intense motion, and frequent transitions",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 All videos are sourced from real recordings rather than synthetic renderings; while some categories (e,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", game livestreams) are screen-captured, the videos still exhibit rich, naturally occurring dynamics and clutter that make the tasks challenging and practically relevant",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 This combination of dynamic scene complexity and rapidly changing content forces models to repeatedly gather and integrate visual evidence across temporally separated moments rather than relying on a coarse global summary,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We defer more detailed video statistics to the supplementary,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 3,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
2 Subconditions and Perceptual Skills We explicitly increase compositional difficulty by combining multiple subconditions into a single query,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Each subcondition targets a distinct perceptual–reasoning skill, so solving the full question requires coordinated use of multiple abilities rather than a single narrow competence",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Concretely, our subconditions cover: • Semantic understanding: Recognize object categories, attributes (e",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", shape, color, mate- rial), and higher-level semantic relations (e",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", roles or interactions)",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 • Spatial understanding: Reason about scene layout and relative geometry (e,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", left/right, front/behind, near/far) and occlusion",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 • Temporal understanding: Follow motion patterns and localize events in time (e,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", what happens before/after a reference event)",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 • Correspondence: Match instances or parts across time/views (e,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", tracking the same object across shots, or part–whole matching)",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 5,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"Q:How many different colors achieve this maximum streak n?A: 1B: 3C: 2D: 4 E: 5 🤔 💭Perception:CityWalk A: RedB: BlueC: WhiteD:BlackE: Green 🤔 💭Perception:Shows A: 2B: 3    C: 4D: 5E: 6 🤔 💭Perception:HomeTour A: Beijing Tiananmen Gate B: Object CC: Eiffel TowerD: PantheonE: Object A 🤔 💭Perception:OutdoorTour A: WhiteB: BlackC: RedD: YellowE: Brown 🤔 💭Perception:StreetView Q:Whentheprotagonistinthewhiteshirtistalkingtoanotherpersoninawhiteshirt,Aappearsintheframe",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"Atthismoment,fromA'sperspective,whatcoloristhebackpackofthepersonclosesttohisright? Locateapersonbasedonthefollowingcriteria:①Heiswearingablackshirtandblackpants",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
②Heiswearingagreenhat,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
③Hisshirtsays'ISHOWSPEED’,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Let'scallthispersonA,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
